post_id,user_id,timestamp,likes,shares,comments,label,text
283,95,2023-01-12 18:00:00,27.0,0.0,5.0,Legitimate,Studies show water quality impacts health.
284,99,2023-01-12 19:00:00,29.0,8.0,0.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
285,188,2023-01-12 20:00:00,14.0,9.0,3.0,Misinformation,Boiling water damages your organs.
286,116,2023-01-12 21:00:00,11.0,11.0,3.0,Misinformation,Using soap daily can cause skin cancer.
287,191,2023-01-12 22:00:00,,6.0,3.0,Legitimate,Safe sanitation is key to public health.
288,253,2023-01-12 23:00:00,26.0,-2.0,5.0,Legitimate,New WHO guidelines promote water boiling.
289,161,2023-01-13 00:00:00,13.0,9.0,3.0,Misinformation,Boiling water damages your organs.
290,256,2023-01-13 01:00:00,25.0,5.0,5.0,Legitimate,New WHO guidelines promote water boiling.
291,128,2023-01-13 02:00:00,11.0,11.0,1.0,Misinformation,Boiling water damages your organs.
292,18,2023-01-13 03:00:00,17.0,8.0,6.0,Legitimate,NGOs distribute water purification tablets.
293,281,2023-01-13 04:00:00,29.0,9.0,1.0,Legitimate,Solar disinfection of water proves effective.
294,223,2023-01-13 05:00:00,35.0,5.0,,Legitimate,Proper handwashing reduces cholera outbreaks.
295,54,2023-01-13 06:00:00,32.0,2.0,5.0,Legitimate,
296,58,2023-01-13 07:00:00,13.0,13.0,4.0,Misinformation,Chlorinated water is a government mind control tactic.
297,174,2023-01-13 08:00:00,31.0,8.0,6.0,Legitimate,NGOs distribute water purification tablets.
298,280,2023-01-13 09:00:00,31.0,4.0,3.0,Legitimate,Clean water access has improved in rural Kenya.
299,114,2023-01-13 10:00:00,21.0,4.0,2.0,Legitimate,Experts debate the safety of boiling water.
300,288,2023-01-13 11:00:00,15.0,13.0,7.0,Misinformation,Western NGOs poison wells to reduce population.
301,151,2023-01-13 12:00:00,26.0,2.0,2.0,Legitimate,Local programs claim sanitation success.
302,127,2023-01-13 13:00:00,20.0,9.0,3.0,Misinformation,Drinking bottled water causes kidney failure.
303,155,2023-01-13 14:00:00,31.0,8.0,5.0,Legitimate,
304,273,2023-01-13 15:00:00,41.0,7.0,1.0,Legitimate,Sanitation drives are working in rural areas.
305,104,2023-01-13 16:00:00,15.0,13.0,5.0,Misinformation,Government hides real dangers of hand sanitizers.
306,299,2023-01-13 17:00:00,27.0,7.0,2.0,Legitimate,Water kiosks now serve clean water in Nairobi.
307,246,2023-01-13 18:00:00,28.0,,3.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
308,176,2023-01-13 19:00:00,24.0,3.0,-1.0,Legitimate,More East African homes now use filtration.
309,39,2023-01-13 20:00:00,20.0,3.0,3.0,Legitimate,Safe sanitation is key to public health.
310,170,2023-01-13 21:00:00,36.0,3.0,2.0,Legitimate,Sanitation drives are working in rural areas.
311,247,2023-01-13 22:00:00,26.0,7.0,1.0,Legitimate,Safe sanitation is key to public health.
312,26,2023-01-13 23:00:00,18.0,3.0,1.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
313,13,2023-01-14 00:00:00,28.0,7.0,-2.0,Legitimate,Local programs claim sanitation success.
314,36,2023-01-14 01:00:00,32.0,3.0,2.0,Legitimate,Water kiosks now serve clean water in Nairobi.
315,173,2023-01-14 02:00:00,30.0,5.0,2.0,Legitimate,Water kiosks now serve clean water in Nairobi.
316,20,2023-01-14 03:00:00,30.0,12.0,6.0,Misinformation,Natural spring water prevents COVID-19.
317,264,2023-01-14 04:00:00,,12.0,7.0,Misinformation,Soap brands contain microchips for surveillance.
318,142,2023-01-14 05:00:00,29.0,6.0,4.0,Legitimate,New WHO guidelines promote water boiling.
319,143,2023-01-14 06:00:00,35.0,6.0,2.0,Legitimate,Public toilets improve hygiene in Kampala.
320,92,2023-01-14 07:00:00,10.0,,4.0,Misinformation,Drinking bottled water causes kidney failure.
321,288,2023-01-14 08:00:00,22.0,2.0,1.0,Legitimate,Safe sanitation is key to public health.
322,215,2023-01-14 09:00:00,,5.0,2.0,Legitimate,More East African homes now use filtration.
323,51,2023-01-14 10:00:00,26.0,9.0,5.0,Misinformation,Local programs claim sanitation success.
324,153,2023-01-14 11:00:00,26.0,9.0,1.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
325,186,2023-01-14 12:00:00,25.0,9.0,5.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
326,63,2023-01-14 13:00:00,14.0,11.0,3.0,Misinformation,Soap brands contain microchips for surveillance.
327,190,2023-01-14 14:00:00,24.0,0.0,3.0,Legitimate,Studies show water quality impacts health.
328,125,2023-01-14 15:00:00,40.0,5.0,-2.0,Legitimate,
329,150,2023-01-14 16:00:00,23.0,3.0,5.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
330,58,2023-01-14 17:00:00,27.0,4.0,3.0,Legitimate,Public toilets improve hygiene in Kampala.
331,180,2023-01-14 18:00:00,25.0,10.0,6.0,Misinformation,Rainwater is safer than treated tap water.
332,170,2023-01-14 19:00:00,27.0,5.0,1.0,Legitimate,Mobile apps now report safe borehole locations.
333,271,2023-01-14 20:00:00,22.0,7.0,4.0,Legitimate,Water kiosks now serve clean water in Nairobi.
334,54,2023-01-14 21:00:00,27.0,13.0,3.0,Misinformation,Filtered water removes essential nutrients.
335,101,2023-01-14 22:00:00,20.0,4.0,3.0,Legitimate,Proper handwashing reduces cholera outbreaks.
336,264,2023-01-14 23:00:00,22.0,1.0,0.0,Legitimate,New WHO guidelines promote water boiling.
337,53,2023-01-15 00:00:00,26.0,4.0,3.0,Legitimate,Sanitation drives are working in rural areas.
338,60,2023-01-15 01:00:00,33.0,7.0,4.0,Legitimate,More East African homes now use filtration.
339,108,2023-01-15 02:00:00,35.0,3.0,4.0,Legitimate,Clean water access has improved in rural Kenya.
340,5,2023-01-15 03:00:00,17.0,16.0,0.0,Misinformation,Vaccines in water are used to track people.
341,103,2023-01-15 04:00:00,16.0,8.0,5.0,Misinformation,"Sanitizer causes infertility, experts say."
342,196,2023-01-15 05:00:00,,1.0,3.0,Legitimate,East African communities adopt water filtration.
343,262,2023-01-15 06:00:00,27.0,8.0,3.0,Legitimate,Experts debate the safety of boiling water.
344,47,2023-01-15 07:00:00,34.0,2.0,2.0,Legitimate,East African communities adopt water filtration.
345,144,2023-01-15 08:00:00,27.0,6.0,4.0,Legitimate,Sanitation drives are working in rural areas.
346,269,2023-01-15 09:00:00,31.0,0.0,12.0,Legitimate,Studies show water quality impacts health.
347,124,2023-01-15 10:00:00,21.0,13.0,6.0,Misinformation,Soap brands contain microchips for surveillance.
348,106,2023-01-15 11:00:00,40.0,5.0,4.0,Legitimate,Mobile apps now report safe borehole locations.
349,158,2023-01-15 12:00:00,21.0,8.0,0.0,Legitimate,Experts debate the safety of boiling water.
350,147,2023-01-15 13:00:00,28.0,5.0,0.0,Legitimate,Sanitation drives are working in rural areas.
351,145,2023-01-15 14:00:00,24.0,,4.0,Legitimate,Local programs claim sanitation success.
352,120,2023-01-15 15:00:00,20.0,3.0,-1.0,Legitimate,Local programs claim sanitation success.
353,275,2023-01-15 16:00:00,28.0,7.0,2.0,Legitimate,Experts debate the safety of boiling water.
354,92,2023-01-15 17:00:00,23.0,5.0,,Legitimate,NGOs distribute water purification tablets.
355,58,2023-01-15 18:00:00,25.0,2.0,4.0,Legitimate,
356,229,2023-01-15 19:00:00,37.0,5.0,2.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
357,117,2023-01-15 20:00:00,32.0,5.0,,Legitimate,Rainwater harvesting gains popularity in Uganda.
358,279,2023-01-15 21:00:00,32.0,8.0,4.0,Legitimate,Solar disinfection of water proves effective.
359,127,2023-01-15 22:00:00,,11.0,0.0,Misinformation,Face masks cause water contamination when washed.
360,129,2023-01-15 23:00:00,22.0,2.0,5.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
361,58,2023-01-16 00:00:00,25.0,2.0,6.0,Legitimate,Experts debate the safety of boiling water.
362,122,2023-01-16 01:00:00,26.0,7.0,1.0,Legitimate,Clean water access has improved in rural Kenya.
363,1,2023-01-16 02:00:00,5.0,7.0,3.0,Misinformation,Using soap daily can cause skin cancer.
364,239,2023-01-16 03:00:00,32.0,3.0,6.0,Legitimate,Safe sanitation is key to public health.
365,290,2023-01-16 04:00:00,20.0,,4.0,Legitimate,New WHO guidelines promote water boiling.
366,96,2023-01-16 05:00:00,28.0,3.0,3.0,Legitimate,Local programs claim sanitation success.
367,126,2023-01-16 06:00:00,30.0,6.0,3.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
368,118,2023-01-16 07:00:00,34.0,5.0,0.0,Legitimate,Sanitation drives are working in rural areas.
369,48,2023-01-16 08:00:00,22.0,3.0,3.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
370,89,2023-01-16 09:00:00,,11.0,2.0,Misinformation,Vaccines in water are used to track people.
371,237,2023-01-16 10:00:00,22.0,8.0,,Legitimate,Water kiosks now serve clean water in Nairobi.
372,272,2023-01-16 11:00:00,23.0,,2.0,Legitimate,
373,189,2023-01-16 12:00:00,35.0,3.0,0.0,Legitimate,Safe sanitation is key to public health.
374,192,2023-01-16 13:00:00,30.0,6.0,2.0,Legitimate,Proper handwashing reduces cholera outbreaks.
375,69,2023-01-16 14:00:00,35.0,5.0,5.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
376,278,2023-01-16 15:00:00,,11.0,1.0,Misinformation,Filtered water removes essential nutrients.
377,247,2023-01-16 16:00:00,25.0,13.0,-2.0,Misinformation,Local programs claim sanitation success.
378,76,2023-01-16 17:00:00,32.0,5.0,1.0,Legitimate,
379,154,2023-01-16 18:00:00,35.0,2.0,6.0,Legitimate,NGOs distribute water purification tablets.
380,144,2023-01-16 19:00:00,26.0,0.0,1.0,Legitimate,Water kiosks now serve clean water in Nairobi.
381,86,2023-01-16 20:00:00,41.0,,7.0,Legitimate,Solar disinfection of water proves effective.
382,185,2023-01-16 21:00:00,30.0,4.0,2.0,Legitimate,More East African homes now use filtration.
383,285,2023-01-16 22:00:00,16.0,13.0,2.0,Misinformation,Face masks cause water contamination when washed.
384,220,2023-01-16 23:00:00,24.0,10.0,0.0,Misinformation,
385,69,2023-01-17 00:00:00,28.0,2.0,3.0,Legitimate,
386,47,2023-01-17 01:00:00,40.0,7.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
387,94,2023-01-17 02:00:00,30.0,1.0,3.0,Legitimate,Studies show water quality impacts health.
388,238,2023-01-17 03:00:00,40.0,7.0,4.0,Legitimate,
389,204,2023-01-17 04:00:00,30.0,5.0,2.0,Legitimate,Studies show water quality impacts health.
390,218,2023-01-17 05:00:00,31.0,,-2.0,Legitimate,Safe sanitation is key to public health.
391,39,2023-01-17 06:00:00,31.0,3.0,4.0,Legitimate,New WHO guidelines promote water boiling.
392,100,2023-01-17 07:00:00,26.0,-1.0,4.0,Legitimate,Water kiosks now serve clean water in Nairobi.
393,289,2023-01-17 08:00:00,22.0,6.0,8.0,Legitimate,New WHO guidelines promote water boiling.
394,254,2023-01-17 09:00:00,13.0,12.0,4.0,Misinformation,Western NGOs poison wells to reduce population.
395,222,2023-01-17 10:00:00,38.0,6.0,5.0,Legitimate,Sanitation drives are working in rural areas.
396,23,2023-01-17 11:00:00,30.0,12.0,2.0,Legitimate,Sanitation drives are working in rural areas.
397,250,2023-01-17 12:00:00,28.0,7.0,5.0,Legitimate,Mobile apps now report safe borehole locations.
398,10,2023-01-17 13:00:00,29.0,9.0,0.0,Legitimate,Clean water access has improved in rural Kenya.
399,246,2023-01-17 14:00:00,27.0,4.0,0.0,Legitimate,Mobile apps now report safe borehole locations.
400,100,2023-01-17 15:00:00,,4.0,5.0,Legitimate,Sanitation drives are working in rural areas.
401,290,2023-01-17 16:00:00,27.0,,6.0,Legitimate,Solar disinfection of water proves effective.
402,180,2023-01-17 17:00:00,18.0,-1.0,2.0,Legitimate,Experts debate the safety of boiling water.
403,223,2023-01-17 18:00:00,22.0,16.0,0.0,Misinformation,Drinking bottled water causes kidney failure.
404,250,2023-01-17 19:00:00,27.0,3.0,5.0,Legitimate,Clean water access has improved in rural Kenya.
405,147,2023-01-17 20:00:00,31.0,6.0,3.0,Legitimate,Solar disinfection of water proves effective.
406,96,2023-01-17 21:00:00,29.0,8.0,4.0,Legitimate,Studies show water quality impacts health.
407,257,2023-01-17 22:00:00,27.0,,,Legitimate,Water kiosks now serve clean water in Nairobi.
408,4,2023-01-17 23:00:00,24.0,14.0,3.0,Misinformation,Using soap daily can cause skin cancer.
409,16,2023-01-18 00:00:00,33.0,4.0,,Legitimate,Sanitation drives are working in rural areas.
410,280,2023-01-18 01:00:00,39.0,,5.0,Legitimate,Experts debate the safety of boiling water.
411,247,2023-01-18 02:00:00,23.0,5.0,0.0,Legitimate,East African communities adopt water filtration.
412,258,2023-01-18 03:00:00,24.0,2.0,6.0,Legitimate,Water kiosks now serve clean water in Nairobi.
413,160,2023-01-18 04:00:00,18.0,11.0,4.0,Misinformation,Soap brands contain microchips for surveillance.
414,152,2023-01-18 05:00:00,39.0,5.0,2.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
415,178,2023-01-18 06:00:00,28.0,1.0,0.0,Legitimate,NGOs distribute water purification tablets.
416,163,2023-01-18 07:00:00,25.0,10.0,5.0,Misinformation,Boiled water increases blood acidity.
417,33,2023-01-18 08:00:00,21.0,16.0,3.0,Misinformation,Chlorinated water is a government mind control tactic.
418,179,2023-01-18 09:00:00,32.0,9.0,2.0,Legitimate,Clean water access has improved in rural Kenya.
419,101,2023-01-18 10:00:00,33.0,4.0,-1.0,Legitimate,Clean water access has improved in rural Kenya.
420,268,2023-01-18 11:00:00,36.0,9.0,1.0,Legitimate,East African communities adopt water filtration.
421,65,2023-01-18 12:00:00,32.0,6.0,2.0,Legitimate,NGOs distribute water purification tablets.
422,168,2023-01-18 13:00:00,25.0,10.0,2.0,Misinformation,Filtered water removes essential nutrients.
423,43,2023-01-18 14:00:00,34.0,5.0,5.0,Legitimate,Sanitation drives are working in rural areas.
424,44,2023-01-18 15:00:00,25.0,5.0,2.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
425,285,2023-01-18 16:00:00,20.0,15.0,8.0,Misinformation,Tap water linked to reduced IQ.
426,12,2023-01-18 17:00:00,20.0,4.0,6.0,Legitimate,More East African homes now use filtration.
427,95,2023-01-18 18:00:00,29.0,0.0,2.0,Legitimate,East African communities adopt water filtration.
428,253,2023-01-18 19:00:00,19.0,8.0,3.0,Misinformation,Filtered water removes essential nutrients.
429,242,2023-01-18 20:00:00,15.0,9.0,7.0,Misinformation,Western NGOs poison wells to reduce population.
430,35,2023-01-18 21:00:00,22.0,12.0,1.0,Misinformation,Rainwater is safer than treated tap water.
431,215,2023-01-18 22:00:00,18.0,2.0,0.0,Legitimate,Studies show water quality impacts health.
432,90,2023-01-18 23:00:00,22.0,15.0,1.0,Misinformation,Vaccines in water are used to track people.
433,264,2023-01-19 00:00:00,35.0,7.0,8.0,Legitimate,Sanitation drives are working in rural areas.
434,93,2023-01-19 01:00:00,,3.0,5.0,Legitimate,Water kiosks now serve clean water in Nairobi.
435,90,2023-01-19 02:00:00,15.0,7.0,2.0,Misinformation,Government hides real dangers of hand sanitizers.
436,115,2023-01-19 03:00:00,36.0,2.0,8.0,Legitimate,Solar disinfection of water proves effective.
437,105,2023-01-19 04:00:00,21.0,11.0,4.0,Misinformation,Drinking bottled water causes kidney failure.
438,196,2023-01-19 05:00:00,26.0,2.0,1.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
439,114,2023-01-19 06:00:00,,3.0,2.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
440,75,2023-01-19 07:00:00,18.0,11.0,0.0,Misinformation,Western NGOs poison wells to reduce population.
441,217,2023-01-19 08:00:00,29.0,5.0,0.0,Legitimate,
442,277,2023-01-19 09:00:00,33.0,6.0,3.0,Legitimate,Solar disinfection of water proves effective.
443,249,2023-01-19 10:00:00,20.0,,8.0,Legitimate,East African communities adopt water filtration.
444,164,2023-01-19 11:00:00,25.0,12.0,1.0,Misinformation,Experts debate the safety of boiling water.
445,192,2023-01-19 12:00:00,27.0,6.0,1.0,Legitimate,Mobile apps now report safe borehole locations.
446,227,2023-01-19 13:00:00,,0.0,-1.0,Legitimate,Water kiosks now serve clean water in Nairobi.
447,177,2023-01-19 14:00:00,33.0,10.0,4.0,Legitimate,
448,99,2023-01-19 15:00:00,25.0,15.0,5.0,Misinformation,Studies show water quality impacts health.
449,36,2023-01-19 16:00:00,29.0,10.0,0.0,Misinformation,Western NGOs poison wells to reduce population.
450,96,2023-01-19 17:00:00,11.0,12.0,-1.0,Misinformation,Tap water linked to reduced IQ.
451,152,2023-01-19 18:00:00,22.0,3.0,2.0,Legitimate,
452,151,2023-01-19 19:00:00,39.0,4.0,0.0,Legitimate,Safe sanitation is key to public health.
453,190,2023-01-19 20:00:00,30.0,4.0,5.0,Legitimate,Solar disinfection of water proves effective.
454,224,2023-01-19 21:00:00,32.0,7.0,4.0,Legitimate,Mobile apps now report safe borehole locations.
455,37,2023-01-19 22:00:00,23.0,9.0,,Legitimate,Solar disinfection of water proves effective.
456,268,2023-01-19 23:00:00,4.0,11.0,2.0,Misinformation,Soap brands contain microchips for surveillance.
457,183,2023-01-20 00:00:00,22.0,16.0,,Misinformation,Experts debate the safety of boiling water.
458,13,2023-01-20 01:00:00,33.0,0.0,,Legitimate,Rainwater harvesting gains popularity in Uganda.
459,279,2023-01-20 02:00:00,28.0,0.0,1.0,Legitimate,NGOs distribute water purification tablets.
460,217,2023-01-20 03:00:00,27.0,13.0,4.0,Misinformation,Local programs claim sanitation success.
461,286,2023-01-20 04:00:00,31.0,1.0,-2.0,Legitimate,Clean water access has improved in rural Kenya.
462,273,2023-01-20 05:00:00,25.0,3.0,5.0,Legitimate,Clean water access has improved in rural Kenya.
463,62,2023-01-20 06:00:00,25.0,3.0,5.0,Legitimate,NGOs distribute water purification tablets.
464,84,2023-01-20 07:00:00,32.0,7.0,-2.0,Legitimate,Experts debate the safety of boiling water.
465,217,2023-01-20 08:00:00,10.0,8.0,8.0,Misinformation,Experts debate the safety of boiling water.
466,187,2023-01-20 09:00:00,22.0,6.0,1.0,Legitimate,Public toilets improve hygiene in Kampala.
467,19,2023-01-20 10:00:00,30.0,5.0,,Legitimate,Rainwater harvesting gains popularity in Uganda.
468,177,2023-01-20 11:00:00,32.0,1.0,2.0,Legitimate,New WHO guidelines promote water boiling.
469,100,2023-01-20 12:00:00,12.0,,7.0,Misinformation,Local programs claim sanitation success.
470,233,2023-01-20 13:00:00,35.0,4.0,4.0,Legitimate,Solar disinfection of water proves effective.
471,76,2023-01-20 14:00:00,25.0,1.0,4.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
472,265,2023-01-20 15:00:00,24.0,9.0,3.0,Misinformation,Tap water linked to reduced IQ.
473,284,2023-01-20 16:00:00,22.0,17.0,1.0,Misinformation,Filtered water removes essential nutrients.
474,206,2023-01-20 17:00:00,24.0,13.0,3.0,Misinformation,Studies show water quality impacts health.
475,223,2023-01-20 18:00:00,6.0,9.0,9.0,Misinformation,Face masks cause water contamination when washed.
476,52,2023-01-20 19:00:00,36.0,3.0,5.0,Legitimate,New WHO guidelines promote water boiling.
477,144,2023-01-20 20:00:00,25.0,6.0,2.0,Legitimate,
478,69,2023-01-20 21:00:00,24.0,6.0,2.0,Legitimate,NGOs distribute water purification tablets.
479,99,2023-01-20 22:00:00,35.0,6.0,5.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
480,25,2023-01-20 23:00:00,16.0,16.0,6.0,Misinformation,Face masks cause water contamination when washed.
481,53,2023-01-21 00:00:00,14.0,12.0,3.0,Misinformation,Using soap daily can cause skin cancer.
482,151,2023-01-21 01:00:00,22.0,12.0,1.0,Misinformation,Soap brands contain microchips for surveillance.
483,144,2023-01-21 02:00:00,30.0,5.0,2.0,Legitimate,Solar disinfection of water proves effective.
484,57,2023-01-21 03:00:00,13.0,11.0,5.0,Misinformation,Vaccines in water are used to track people.
485,39,2023-01-21 04:00:00,22.0,9.0,2.0,Misinformation,Vaccines in water are used to track people.
486,109,2023-01-21 05:00:00,25.0,4.0,2.0,Legitimate,
487,181,2023-01-21 06:00:00,15.0,18.0,7.0,Misinformation,Natural spring water prevents COVID-19.
488,42,2023-01-21 07:00:00,33.0,6.0,3.0,Legitimate,Experts debate the safety of boiling water.
489,186,2023-01-21 08:00:00,38.0,4.0,6.0,Legitimate,Sanitation drives are working in rural areas.
490,223,2023-01-21 09:00:00,40.0,8.0,1.0,Legitimate,NGOs distribute water purification tablets.
491,122,2023-01-21 10:00:00,20.0,,1.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
492,133,2023-01-21 11:00:00,31.0,3.0,3.0,Legitimate,Public toilets improve hygiene in Kampala.
493,163,2023-01-21 12:00:00,22.0,2.0,6.0,Legitimate,Proper handwashing reduces cholera outbreaks.
494,215,2023-01-21 13:00:00,22.0,11.0,4.0,Misinformation,Tap water linked to reduced IQ.
495,221,2023-01-21 14:00:00,29.0,4.0,4.0,Legitimate,Experts debate the safety of boiling water.
496,235,2023-01-21 15:00:00,24.0,11.0,3.0,Misinformation,Face masks cause water contamination when washed.
497,146,2023-01-21 16:00:00,36.0,3.0,0.0,Legitimate,
498,239,2023-01-21 17:00:00,31.0,4.0,3.0,Legitimate,East African communities adopt water filtration.
499,76,2023-01-21 18:00:00,23.0,4.0,5.0,Legitimate,
500,9,2023-01-21 19:00:00,31.0,5.0,1.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
501,74,2023-01-21 20:00:00,32.0,4.0,2.0,Legitimate,East African communities adopt water filtration.
502,253,2023-01-21 21:00:00,29.0,3.0,6.0,Legitimate,Public toilets improve hygiene in Kampala.
503,230,2023-01-21 22:00:00,26.0,7.0,-1.0,Legitimate,Safe sanitation is key to public health.
504,7,2023-01-21 23:00:00,33.0,8.0,4.0,Legitimate,Safe sanitation is key to public health.
505,174,2023-01-22 00:00:00,22.0,13.0,2.0,Misinformation,Soap brands contain microchips for surveillance.
506,141,2023-01-22 01:00:00,23.0,6.0,2.0,Legitimate,NGOs distribute water purification tablets.
507,168,2023-01-22 02:00:00,27.0,5.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
508,170,2023-01-22 03:00:00,20.0,3.0,,Legitimate,Water kiosks now serve clean water in Nairobi.
509,283,2023-01-22 04:00:00,33.0,7.0,,Legitimate,East African communities adopt water filtration.
510,122,2023-01-22 05:00:00,,2.0,6.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
511,194,2023-01-22 06:00:00,22.0,14.0,,Misinformation,Natural spring water prevents COVID-19.
512,5,2023-01-22 07:00:00,23.0,9.0,3.0,Misinformation,Boiled water increases blood acidity.
513,29,2023-01-22 08:00:00,27.0,-1.0,,Legitimate,Solar disinfection of water proves effective.
514,165,2023-01-22 09:00:00,34.0,7.0,5.0,Legitimate,
515,136,2023-01-22 10:00:00,27.0,6.0,3.0,Legitimate,Water kiosks now serve clean water in Nairobi.
516,145,2023-01-22 11:00:00,18.0,13.0,4.0,Misinformation,Filtered water removes essential nutrients.
517,217,2023-01-22 12:00:00,37.0,4.0,5.0,Legitimate,Public toilets improve hygiene in Kampala.
518,132,2023-01-22 13:00:00,31.0,6.0,5.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
519,292,2023-01-22 14:00:00,23.0,11.0,1.0,Misinformation,Boiled water increases blood acidity.
520,70,2023-01-22 15:00:00,21.0,12.0,3.0,Misinformation,Chlorinated water is a government mind control tactic.
521,252,2023-01-22 16:00:00,26.0,15.0,3.0,Misinformation,Face masks cause water contamination when washed.
522,275,2023-01-22 17:00:00,13.0,10.0,5.0,Misinformation,Vaccines in water are used to track people.
523,182,2023-01-22 18:00:00,23.0,10.0,6.0,Misinformation,Boiling water damages your organs.
524,167,2023-01-22 19:00:00,31.0,0.0,-1.0,Legitimate,Experts debate the safety of boiling water.
525,91,2023-01-22 20:00:00,44.0,0.0,5.0,Legitimate,Sanitation drives are working in rural areas.
526,202,2023-01-22 21:00:00,15.0,15.0,0.0,Misinformation,Chlorinated water is a government mind control tactic.
527,19,2023-01-22 22:00:00,,3.0,2.0,Legitimate,East African communities adopt water filtration.
528,39,2023-01-22 23:00:00,15.0,12.0,6.0,Misinformation,Government hides real dangers of hand sanitizers.
529,126,2023-01-23 00:00:00,30.0,1.0,6.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
530,173,2023-01-23 01:00:00,32.0,3.0,7.0,Legitimate,East African communities adopt water filtration.
531,141,2023-01-23 02:00:00,37.0,4.0,4.0,Legitimate,Clean water access has improved in rural Kenya.
532,242,2023-01-23 03:00:00,30.0,4.0,-1.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
533,220,2023-01-23 04:00:00,22.0,4.0,3.0,Legitimate,Safe sanitation is key to public health.
534,126,2023-01-23 05:00:00,13.0,9.0,4.0,Misinformation,
535,58,2023-01-23 06:00:00,25.0,5.0,7.0,Legitimate,Water kiosks now serve clean water in Nairobi.
536,148,2023-01-23 07:00:00,24.0,10.0,3.0,Misinformation,Chlorinated water is a government mind control tactic.
537,1,2023-01-23 08:00:00,33.0,8.0,2.0,Legitimate,Clean water access has improved in rural Kenya.
538,190,2023-01-23 09:00:00,33.0,-1.0,8.0,Legitimate,Public toilets improve hygiene in Kampala.
539,191,2023-01-23 10:00:00,24.0,10.0,1.0,Legitimate,Public toilets improve hygiene in Kampala.
540,117,2023-01-23 11:00:00,38.0,3.0,3.0,Legitimate,
541,134,2023-01-23 12:00:00,29.0,12.0,2.0,Misinformation,Boiling water damages your organs.
542,58,2023-01-23 13:00:00,24.0,11.0,0.0,Misinformation,Face masks cause water contamination when washed.
543,44,2023-01-23 14:00:00,24.0,14.0,6.0,Misinformation,
544,173,2023-01-23 15:00:00,22.0,,3.0,Misinformation,Studies show water quality impacts health.
545,160,2023-01-23 16:00:00,25.0,-1.0,2.0,Legitimate,
546,173,2023-01-23 17:00:00,,11.0,3.0,Misinformation,Tap water linked to reduced IQ.
547,149,2023-01-23 18:00:00,21.0,13.0,3.0,Misinformation,Using soap daily can cause skin cancer.
548,80,2023-01-23 19:00:00,30.0,12.0,2.0,Misinformation,
549,213,2023-01-23 20:00:00,26.0,5.0,5.0,Legitimate,Proper handwashing reduces cholera outbreaks.
550,203,2023-01-23 21:00:00,24.0,14.0,2.0,Misinformation,Chlorinated water is a government mind control tactic.
551,252,2023-01-23 22:00:00,23.0,6.0,4.0,Legitimate,East African communities adopt water filtration.
552,229,2023-01-23 23:00:00,14.0,9.0,2.0,Misinformation,Studies show water quality impacts health.
553,164,2023-01-24 00:00:00,32.0,5.0,-1.0,Legitimate,East African communities adopt water filtration.
554,227,2023-01-24 01:00:00,44.0,1.0,6.0,Legitimate,Safe sanitation is key to public health.
555,147,2023-01-24 02:00:00,29.0,5.0,5.0,Legitimate,Clean water access has improved in rural Kenya.
556,20,2023-01-24 03:00:00,34.0,7.0,,Legitimate,Studies show water quality impacts health.
557,47,2023-01-24 04:00:00,21.0,1.0,6.0,Legitimate,Public toilets improve hygiene in Kampala.
558,233,2023-01-24 05:00:00,17.0,17.0,5.0,Misinformation,Chlorinated water is a government mind control tactic.
559,14,2023-01-24 06:00:00,26.0,8.0,2.0,Legitimate,Studies show water quality impacts health.
560,143,2023-01-24 07:00:00,31.0,6.0,3.0,Legitimate,Experts debate the safety of boiling water.
561,1,2023-01-24 08:00:00,30.0,3.0,5.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
562,54,2023-01-24 09:00:00,30.0,4.0,4.0,Legitimate,Local programs claim sanitation success.
563,259,2023-01-24 10:00:00,22.0,7.0,8.0,Legitimate,Public toilets improve hygiene in Kampala.
